client_id,gender,purchase_datetime,purchase_time_as_seconds_from_midnight,product_id,quantity,price_per_item,discount_per_item,total_price,date
18156,F,2026-07-13,84523,24676,7,48802,42019,47481,2026-07-13
468445,F,2026-07-13,75664,26588,48,94074,44660,2371872,2026-07-13
970529,F,2026-07-13,83937,42068,5,9152,2481,33355,2026-07-13
792785,F,2026-07-13,70146,43204,48,32953,10544,1075632,2026-07-13
717208,F,2026-07-13,35366,22844,47,47593,24428,1088755,2026-07-13
89333,F,2026-07-13,39508,38904,1,25822,23540,2282,2026-07-13
466213,F,2026-07-13,25150,22716,93,31636,17446,1319670,2026-07-13
414041,F,2026-07-13,25941,49538,13,35143,101,455546,2026-07-13
785998,F,2026-07-13,71413,26345,55,21284,15259,331375,2026-07-13
239614,M,2026-07-13,56078,12656,25,79570,57067,562575,2026-07-13
233336,M,2026-07-13,40593,49191,15,69134,27320,627210,2026-07-13
64088,M,2026-07-13,55649,41017,13,6416,5592,10712,2026-07-13
482719,F,2026-07-13,85308,22053,56,96238,41689,3054744,2026-07-13
661396,F,2026-07-13,84914,26584,30,70768,27578,1295700,2026-07-13
268040,M,2026-07-13,1780,13640,18,97893,83807,253548,2026-07-13
508108,M,2026-07-13,70031,11652,2,29798,22820,13956,2026-07-13
38669,M,2026-07-13,18648,30838,85,31754,29638,179860,2026-07-13
560106,F,2026-07-13,42976,21831,0,55728,42952,0,2026-07-13
129687,F,2026-07-13,47388,18389,79,51363,36144,1202301,2026-07-13
269771,F,2026-07-13,50802,11780,10,73637,24378,492590,2026-07-13
750361,M,2026-07-13,47870,31525,37,12712,7243,202353,2026-07-13
689097,F,2026-07-13,21493,34483,37,6377,4687,62530,2026-07-13
869340,F,2026-07-13,8931,2393,50,5973,5007,48300,2026-07-13
155926,F,2026-07-13,68577,5756,12,1255,789,5592,2026-07-13
634867,F,2026-07-13,6314,45734,40,60694,10408,2011440,2026-07-13
965944,F,2026-07-13,40094,3117,41,24330,23715,25215,2026-07-13
979658,F,2026-07-13,11780,37355,82,28588,17153,937670,2026-07-13
62948,F,2026-07-13,52202,31838,65,13449,7504,386425,2026-07-13
351141,F,2026-07-13,60472,33553,13,79869,12299,878410,2026-07-13
381200,M,2026-07-13,9134,14127,10,29396,9837,195590,2026-07-13
972678,F,2026-07-13,20961,11520,27,24349,17353,188892,2026-07-13
717027,M,2026-07-13,55378,36162,21,2556,2488,1428,2026-07-13
163424,F,2026-07-13,50423,27884,0,46638,36363,0,2026-07-13
672376,F,2026-07-13,18262,43240,36,71807,31020,1468332,2026-07-13
696159,F,2026-07-13,81990,16716,2,40138,38093,4090,2026-07-13
951843,M,2026-07-13,70870,4060,41,49549,26784,933365,2026-07-13
403426,F,2026-07-13,47736,19292,38,26445,544,984238,2026-07-13
183782,F,2026-07-13,80297,15211,74,33768,26223,558330,2026-07-13
460428,F,2026-07-13,16116,23593,81,90328,17785,5875983,2026-07-13
691922,F,2026-07-13,17970,36790,44,59431,13764,2009348,2026-07-13
925562,F,2026-07-13,37914,12951,68,21236,2453,1277244,2026-07-13
292132,F,2026-07-13,81432,36438,27,91034,77512,365094,2026-07-13
527728,F,2026-07-13,16159,17835,31,27131,12685,447826,2026-07-13
789831,M,2026-07-13,49441,19810,65,2059,935,73060,2026-07-13
777225,M,2026-07-13,33590,21852,29,74528,69108,157180,2026-07-13
104038,M,2026-07-13,11913,14873,24,79748,43707,864984,2026-07-13
816207,M,2026-07-13,35714,12129,38,12694,11592,41876,2026-07-13
702355,M,2026-07-13,86102,33115,21,4741,3541,25200,2026-07-13
560535,F,2026-07-13,5757,1557,24,14965,3664,271224,2026-07-13
291491,M,2026-07-13,56873,27071,43,93238,61253,1375355,2026-07-13
470417,F,2026-07-13,33845,26108,65,86115,80826,343785,2026-07-13
23264,M,2026-07-13,48481,16369,4,4533,2682,7404,2026-07-13
689905,M,2026-07-13,6343,44016,36,67645,58289,336816,2026-07-13
560038,F,2026-07-13,44477,35244,41,36293,19340,695073,2026-07-13
400254,M,2026-07-13,76315,14125,19,66634,11148,1054234,2026-07-13
807718,F,2026-07-13,4340,43853,34,99765,47527,1776092,2026-07-13
171262,F,2026-07-13,633,22939,34,5039,3699,45560,2026-07-13
566422,M,2026-07-13,77806,1734,16,60029,39855,322784,2026-07-13
546368,M,2026-07-13,11500,31252,67,14557,11265,220564,2026-07-13
399248,M,2026-07-13,62734,27813,21,80952,65164,331548,2026-07-13
518434,F,2026-07-13,67452,27386,35,50585,31528,666995,2026-07-13
531455,F,2026-07-13,43159,23734,30,75032,42461,977130,2026-07-13
254781,M,2026-07-13,6145,1006,12,4647,2696,23412,2026-07-13
471099,F,2026-07-13,35001,25545,54,5325,4842,26082,2026-07-13
305544,F,2026-07-13,67374,34959,9,87438,48729,348381,2026-07-13
17794,M,2026-07-13,57185,34754,31,74630,29569,1396891,2026-07-13
375936,M,2026-07-13,119,23306,35,20530,4139,573685,2026-07-13
69132,M,2026-07-13,55809,21829,50,86870,78191,433950,2026-07-13
455318,M,2026-07-13,10025,39317,23,37277,17942,444705,2026-07-13
60436,F,2026-07-13,19713,18335,7,94559,40738,376747,2026-07-13
577146,F,2026-07-13,71503,2777,51,98211,35844,3180717,2026-07-13
732884,M,2026-07-13,54951,32143,13,42955,15034,362973,2026-07-13
222553,M,2026-07-13,81826,33510,0,20603,13033,0,2026-07-13
932299,M,2026-07-13,79075,36113,24,18476,3187,366936,2026-07-13
533655,M,2026-07-13,14100,32095,7,2054,772,8974,2026-07-13
300992,F,2026-07-13,39876,9712,22,29042,3280,566764,2026-07-13
127704,F,2026-07-13,63930,39683,42,87417,77865,401184,2026-07-13
758287,F,2026-07-13,4944,19077,35,74058,42678,1098300,2026-07-13
451835,M,2026-07-13,32273,5821,76,50719,47050,278844,2026-07-13
429101,F,2026-07-13,64511,2629,19,40154,9681,578987,2026-07-13
127615,F,2026-07-13,60461,27902,11,84671,56336,311685,2026-07-13
837986,F,2026-07-13,38072,38227,50,9626,3946,284000,2026-07-13
784269,M,2026-07-13,64605,26668,23,41001,14480,609983,2026-07-13
311854,M,2026-07-13,35131,29400,14,74456,51065,327474,2026-07-13
751115,M,2026-07-13,82406,23284,12,71719,71223,5952,2026-07-13
137870,M,2026-07-13,46682,46016,14,22012,983,294406,2026-07-13
55091,M,2026-07-13,21417,28145,6,93511,70627,137304,2026-07-13
109040,F,2026-07-13,14808,42005,89,83211,40924,3763543,2026-07-13
6783,F,2026-07-13,17780,43251,68,99312,16406,5637608,2026-07-13
187287,M,2026-07-13,18694,9780,23,2894,655,51497,2026-07-13
614471,F,2026-07-13,11547,12700,24,12143,2168,239400,2026-07-13
246441,F,2026-07-13,81672,28515,16,2822,930,30272,2026-07-13
152501,M,2026-07-13,25046,45224,20,51394,5386,920160,2026-07-13
71111,F,2026-07-13,6515,26423,93,3174,843,216783,2026-07-13
288136,F,2026-07-13,22829,25674,12,52842,22251,367092,2026-07-13
213226,F,2026-07-13,80233,35142,33,8804,4851,130449,2026-07-13
516960,F,2026-07-13,11664,17880,16,14880,12674,35296,2026-07-13
695007,M,2026-07-13,44421,12374,73,1330,330,73000,2026-07-13
155884,M,2026-07-13,4824,40867,36,39278,31429,282564,2026-07-13
485534,F,2026-07-13,77937,19384,35,15696,2216,471800,2026-07-13
549961,F,2026-07-13,801,12644,55,56254,25690,1681020,2026-07-13
102449,M,2026-07-13,55861,23145,5,59356,45304,70260,2026-07-13
111895,M,2026-07-13,43205,18775,37,72094,62867,341399,2026-07-13
213735,F,2026-07-13,68087,24953,27,15365,7120,222615,2026-07-13
700385,F,2026-07-13,43408,37928,45,21641,7804,622665,2026-07-13
414028,M,2026-07-13,11207,34699,15,86229,37089,737100,2026-07-13
523339,F,2026-07-13,43569,40271,55,28967,27408,85745,2026-07-13
350752,M,2026-07-13,60007,41429,19,21881,7008,282587,2026-07-13
399010,M,2026-07-13,28069,3342,9,96352,45704,455832,2026-07-13
501602,F,2026-07-13,139,21449,15,54803,17703,556500,2026-07-13
285568,F,2026-07-13,38534,24416,61,99275,4571,5776944,2026-07-13
392193,F,2026-07-13,38577,21684,69,26112,8734,1199082,2026-07-13
964525,M,2026-07-13,61336,36124,44,20863,11556,409508,2026-07-13
828697,F,2026-07-13,22294,8105,24,65914,40771,603432,2026-07-13
374323,M,2026-07-13,61743,5832,48,49941,48218,82704,2026-07-13
762301,F,2026-07-13,20427,29825,46,44178,23650,944288,2026-07-13
759832,M,2026-07-13,82171,49230,46,92690,67907,1140018,2026-07-13
886750,M,2026-07-13,20078,25296,37,63410,49459,516187,2026-07-13
55548,F,2026-07-13,62561,40302,62,50392,48624,109616,2026-07-13
415690,F,2026-07-13,21316,3662,32,33539,11502,705184,2026-07-13
433686,M,2026-07-13,82855,2394,0,17545,421,0,2026-07-13
743861,M,2026-07-13,44485,46923,62,98291,16306,5083070,2026-07-13
682889,M,2026-07-13,74917,31629,8,69206,42486,213760,2026-07-13
365337,M,2026-07-13,78796,25356,45,54942,2244,2371410,2026-07-13
558731,M,2026-07-13,57474,39307,1,59119,16864,42255,2026-07-13
4438,M,2026-07-13,74543,39958,30,69011,46389,678660,2026-07-13
918182,M,2026-07-13,69722,22296,1,45665,2050,43615,2026-07-13
518004,M,2026-07-13,39488,43411,35,84887,26692,2036825,2026-07-13
752754,M,2026-07-13,9855,8803,56,20645,16992,204568,2026-07-13
477212,M,2026-07-13,31282,37021,59,98232,64426,1994554,2026-07-13
452704,F,2026-07-13,31977,43040,68,91723,10239,5540912,2026-07-13
375066,F,2026-07-13,30084,18676,92,17328,1358,1469240,2026-07-13
303900,F,2026-07-13,78357,3097,55,96352,90694,311190,2026-07-13
135259,F,2026-07-13,20463,32087,32,1661,997,21248,2026-07-13
75716,M,2026-07-13,3194,48658,8,3309,574,21880,2026-07-13
614220,F,2026-07-13,39991,8808,65,66214,42380,1549210,2026-07-13
548282,F,2026-07-13,1798,4667,19,13920,13164,14364,2026-07-13
328977,F,2026-07-13,59823,23720,64,20984,1889,1222080,2026-07-13
366732,M,2026-07-13,53081,49147,82,65000,17567,3889506,2026-07-13
322372,F,2026-07-13,39447,44634,15,23450,8149,229515,2026-07-13
963573,F,2026-07-13,13336,27197,0,61399,14405,0,2026-07-13
192898,M,2026-07-13,62909,8647,15,40345,7444,493515,2026-07-13
763417,M,2026-07-13,21377,46240,17,23928,18786,87414,2026-07-13
29469,M,2026-07-13,73565,14755,17,25784,15121,181271,2026-07-13
646250,M,2026-07-13,33857,32218,14,43452,5335,533638,2026-07-13
68768,M,2026-07-13,14587,22776,21,64855,47548,363447,2026-07-13
619105,F,2026-07-13,55325,48721,48,65166,38867,1262352,2026-07-13
17592,M,2026-07-13,45353,48704,66,12339,9036,217998,2026-07-13
45266,F,2026-07-13,41083,3427,11,35211,29159,66572,2026-07-13
914954,F,2026-07-13,70170,15476,15,33917,22325,173880,2026-07-13
453550,F,2026-07-13,70953,42273,57,33416,19418,797886,2026-07-13
278459,M,2026-07-13,70074,14918,16,81392,51170,483552,2026-07-13
78550,M,2026-07-13,70553,19565,25,56985,29697,682200,2026-07-13
293728,F,2026-07-13,1979,31660,0,59867,28259,0,2026-07-13
387317,F,2026-07-13,23133,46432,34,46462,8916,1276564,2026-07-13
692060,M,2026-07-13,81219,22361,53,60441,34741,1362100,2026-07-13
843686,F,2026-07-13,59587,25971,28,2873,440,68124,2026-07-13
405040,F,2026-07-13,56566,25984,52,15541,1312,739908,2026-07-13
298295,M,2026-07-13,40635,4752,63,92056,90084,124236,2026-07-13
179541,F,2026-07-13,42864,6805,62,66261,7613,3636176,2026-07-13
630805,F,2026-07-13,26145,23069,49,14832,7790,345058,2026-07-13
11730,M,2026-07-13,79304,38944,9,7545,5064,22329,2026-07-13
726584,M,2026-07-13,57526,35722,13,24238,22263,25675,2026-07-13
642268,F,2026-07-13,56300,38566,17,52801,48403,74766,2026-07-13
426117,M,2026-07-13,8516,17412,39,8906,8744,6318,2026-07-13
918185,F,2026-07-13,17116,32662,42,84875,44212,1707846,2026-07-13
62023,F,2026-07-13,35466,8585,71,53987,52288,120629,2026-07-13
403331,M,2026-07-13,6309,42931,24,24296,24098,4752,2026-07-13
919560,M,2026-07-13,14773,36720,5,69883,28159,208620,2026-07-13
1373,M,2026-07-13,2082,46027,6,37859,23572,85722,2026-07-13
463052,M,2026-07-13,65000,36501,48,40210,10483,1426896,2026-07-13
862172,M,2026-07-13,381,44749,37,47289,3404,1623745,2026-07-13
920663,F,2026-07-13,7183,15999,38,90161,37067,2017572,2026-07-13
647493,M,2026-07-13,46795,8666,4,17037,11752,21140,2026-07-13
78545,M,2026-07-13,51830,10377,10,1158,30,11280,2026-07-13
54985,F,2026-07-13,3096,19982,40,22728,3780,757920,2026-07-13
630969,M,2026-07-13,44267,23448,9,33134,29254,34920,2026-07-13
922582,F,2026-07-13,80853,26866,23,39723,36047,84548,2026-07-13
339482,F,2026-07-13,82857,15734,9,70540,31594,350514,2026-07-13
318293,F,2026-07-13,31975,40803,8,70677,52354,146584,2026-07-13
911683,M,2026-07-13,5910,2415,1,1702,128,1574,2026-07-13
911792,M,2026-07-13,36515,2141,34,58932,9204,1690752,2026-07-13
458692,F,2026-07-13,81133,47931,31,35173,7217,866636,2026-07-13
511989,F,2026-07-13,42816,24523,7,6396,1505,34237,2026-07-13
773543,M,2026-07-13,43560,1840,23,71164,50069,485185,2026-07-13
725588,F,2026-07-13,16660,37892,51,85388,54071,1597167,2026-07-13
370560,F,2026-07-13,22454,4804,8,69012,62534,51824,2026-07-13
688247,F,2026-07-13,8360,13784,2,69867,24005,91724,2026-07-13
663208,M,2026-07-13,50114,17482,11,27778,21107,73381,2026-07-13
424258,M,2026-07-13,11792,3763,66,76280,54062,1466388,2026-07-13
530514,M,2026-07-13,77875,17508,64,7158,5318,117760,2026-07-13
520112,F,2026-07-13,45643,34286,23,4866,3923,21689,2026-07-13
380642,F,2026-07-13,67726,47379,77,17247,7382,759605,2026-07-13
706133,M,2026-07-13,79241,29730,30,43922,20042,716400,2026-07-13
250473,F,2026-07-13,85307,25452,42,86883,9903,3233160,2026-07-13
296747,F,2026-07-13,42104,37425,79,27050,2492,1940082,2026-07-13
274997,F,2026-07-13,69380,12010,53,74986,27996,2490470,2026-07-13
871123,F,2026-07-13,53027,47391,13,47620,42737,63479,2026-07-13
407134,M,2026-07-13,61980,46361,31,4167,701,107446,2026-07-13
214640,F,2026-07-13,11042,24507,19,15864,10168,108224,2026-07-13
515413,M,2026-07-13,21666,34791,23,64154,7743,1297453,2026-07-13
166841,M,2026-07-13,38022,6503,30,82274,64093,545430,2026-07-13
570733,M,2026-07-13,33082,8670,18,3433,1278,38790,2026-07-13
950716,F,2026-07-13,39228,12813,19,53951,36222,336851,2026-07-13
957447,F,2026-07-13,27450,6009,80,69046,63102,475520,2026-07-13
395691,F,2026-07-13,18430,8765,11,42047,24794,189783,2026-07-13
262436,M,2026-07-13,69900,31619,45,1018,460,25110,2026-07-13
934017,F,2026-07-13,69770,38685,10,34628,31685,29430,2026-07-13
550175,F,2026-07-13,81602,32086,34,6033,2625,115872,2026-07-13
751970,F,2026-07-13,22866,9558,79,92477,49257,3414380,2026-07-13
325082,F,2026-07-13,16648,41512,20,45158,30336,296440,2026-07-13
957848,F,2026-07-13,52557,32383,40,38155,8535,1184800,2026-07-13
420653,F,2026-07-13,46230,2814,16,17837,9594,131888,2026-07-13
813867,F,2026-07-13,21831,35894,60,74234,72009,133500,2026-07-13
989154,F,2026-07-13,43296,27642,20,89183,64685,489960,2026-07-13
488652,M,2026-07-13,61801,41136,20,38813,27141,233440,2026-07-13
41561,F,2026-07-13,22635,25553,10,71560,56580,149800,2026-07-13
784242,F,2026-07-13,9954,11905,78,70004,12620,4475952,2026-07-13
562283,M,2026-07-13,75061,23278,75,28640,23074,417450,2026-07-13
352226,M,2026-07-13,81319,10617,90,65314,11460,4846860,2026-07-13
346116,F,2026-07-13,12298,7444,17,34568,25029,162163,2026-07-13
353121,F,2026-07-13,66722,19279,69,29469,19515,686826,2026-07-13
39976,F,2026-07-13,60956,47925,17,65423,17869,808418,2026-07-13
973098,F,2026-07-13,4048,5844,12,31702,7969,284796,2026-07-13
883365,F,2026-07-13,53684,11436,46,19806,5836,642620,2026-07-13
795682,F,2026-07-13,68369,11771,4,88804,37058,206984,2026-07-13
694627,M,2026-07-13,78327,46797,56,89029,48769,2254560,2026-07-13
262072,M,2026-07-13,24418,912,43,34304,10654,1016950,2026-07-13
919944,M,2026-07-13,34853,26430,79,74400,57202,1358642,2026-07-13
434755,M,2026-07-13,76546,289,76,51934,48824,236360,2026-07-13
900892,F,2026-07-13,82980,30836,59,30369,4810,1507981,2026-07-13
284962,F,2026-07-13,6997,46481,49,16636,16365,13279,2026-07-13
460817,M,2026-07-13,41735,45557,16,12440,6270,98720,2026-07-13
505527,F,2026-07-13,43802,42380,4,65941,50271,62680,2026-07-13
527920,M,2026-07-13,64051,26132,51,34634,6732,1423002,2026-07-13
769371,F,2026-07-13,11172,4706,43,122,103,817,2026-07-13
117274,F,2026-07-13,77087,2312,5,77741,59568,90865,2026-07-13
919507,M,2026-07-13,33303,16385,23,94922,15752,1820910,2026-07-13
908368,F,2026-07-13,7293,34489,4,86989,15579,285640,2026-07-13
311080,M,2026-07-13,68838,9743,20,6832,1426,108120,2026-07-13
69067,M,2026-07-13,69186,26353,8,89313,20838,547800,2026-07-13
875489,M,2026-07-13,14146,22204,23,10101,2533,174064,2026-07-13
345380,F,2026-07-13,32269,10386,16,37066,8295,460336,2026-07-13
557565,M,2026-07-13,71571,5750,5,68862,50686,90880,2026-07-13
583813,F,2026-07-13,67787,31676,63,1274,104,73710,2026-07-13
686063,F,2026-07-13,56518,2994,32,70411,9855,1937792,2026-07-13
597117,M,2026-07-13,18550,26605,30,37731,36100,48930,2026-07-13
902187,M,2026-07-13,48658,35986,49,87996,46805,2018359,2026-07-13
111123,F,2026-07-13,68113,33208,0,49038,2241,0,2026-07-13
506356,M,2026-07-13,284,13760,8,87294,72631,117304,2026-07-13
587050,M,2026-07-13,65701,14190,97,94981,86606,812375,2026-07-13
299920,F,2026-07-13,51070,14609,10,69096,55650,134460,2026-07-13
35931,M,2026-07-13,26035,49935,15,1386,1386,0,2026-07-13
862824,F,2026-07-13,15870,25773,51,15800,15268,27132,2026-07-13
301767,F,2026-07-13,52256,18834,62,17278,11111,382354,2026-07-13
399407,F,2026-07-13,69475,37458,41,53263,3043,2059020,2026-07-13
914732,M,2026-07-13,85340,22808,78,91519,2447,6947616,2026-07-13
960004,M,2026-07-13,46998,12283,1,17296,8684,8612,2026-07-13
42834,M,2026-07-13,78156,20351,20,93476,46811,933300,2026-07-13
629786,F,2026-07-13,30355,49030,58,10726,6299,256766,2026-07-13
670969,M,2026-07-13,30872,23742,14,13623,1433,170660,2026-07-13
692865,M,2026-07-13,63599,27542,72,44412,41932,178560,2026-07-13
385484,F,2026-07-13,59253,41492,6,56650,25891,184554,2026-07-13
899710,M,2026-07-13,2702,39832,37,62350,34906,1015428,2026-07-13
166986,M,2026-07-13,85433,13330,7,27002,11821,106267,2026-07-13
309466,F,2026-07-13,51900,20380,45,52206,27763,1099935,2026-07-13
431340,M,2026-07-13,67571,27037,37,55343,31910,867021,2026-07-13
687,M,2026-07-13,58197,27830,1,5242,2424,2818,2026-07-13
296307,F,2026-07-13,27348,3252,8,96874,7235,717112,2026-07-13
225922,F,2026-07-13,46556,48747,60,16022,9328,401640,2026-07-13
13248,M,2026-07-13,68163,15102,81,39640,10148,2388852,2026-07-13
810423,M,2026-07-13,46580,7296,36,56988,46807,366516,2026-07-13
786219,M,2026-07-13,68854,11574,33,70058,52112,592218,2026-07-13
956704,F,2026-07-13,58140,12540,23,11772,68,269192,2026-07-13
1204,F,2026-07-13,42433,17407,23,9782,7055,62721,2026-07-13
993251,F,2026-07-13,33423,41381,78,81584,50276,2442024,2026-07-13
614075,F,2026-07-13,36593,36514,36,50354,44032,227592,2026-07-13
978061,F,2026-07-13,85073,42394,6,26529,18410,48714,2026-07-13
218600,F,2026-07-13,79814,5072,69,39983,38799,81696,2026-07-13
889587,M,2026-07-13,53517,47448,64,60258,10188,3204480,2026-07-13
265369,F,2026-07-13,70135,8683,73,76513,53191,1702506,2026-07-13
523939,F,2026-07-13,29201,34102,20,45659,17745,558280,2026-07-13
887820,F,2026-07-13,31513,9054,37,31822,27344,165686,2026-07-13
543604,F,2026-07-13,39470,56,4,24468,2789,86716,2026-07-13
456444,F,2026-07-13,20218,44639,43,79696,44594,1509386,2026-07-13
380905,F,2026-07-13,73601,40136,57,2480,1195,73245,2026-07-13
938900,F,2026-07-13,24297,34315,37,39021,30811,303770,2026-07-13
313539,M,2026-07-13,53981,14717,47,47086,28858,856716,2026-07-13
994788,M,2026-07-13,42714,6280,76,7583,6101,112632,2026-07-13
611737,F,2026-07-13,11475,47124,52,95084,17963,4010292,2026-07-13
639567,F,2026-07-13,85403,44098,62,25891,18696,446090,2026-07-13
573307,M,2026-07-13,75307,48343,24,86313,46448,956760,2026-07-13
136643,F,2026-07-13,12555,1076,46,22567,16264,289938,2026-07-13
148565,M,2026-07-13,5924,1438,9,12387,12149,2142,2026-07-13
142804,F,2026-07-13,43388,39101,74,88885,7543,6019308,2026-07-13
274253,M,2026-07-13,17090,37825,95,64976,31267,3202355,2026-07-13
741879,M,2026-07-13,38355,8849,36,18364,6473,428076,2026-07-13
266378,F,2026-07-13,71686,33609,25,97208,68818,709750,2026-07-13
950930,M,2026-07-13,75496,8881,43,91407,21494,3006259,2026-07-13
322233,F,2026-07-13,19217,796,33,51895,24509,903738,2026-07-13
984970,M,2026-07-13,33592,21656,11,65959,41303,271216,2026-07-13
20029,F,2026-07-13,82278,36166,19,75987,17777,1105990,2026-07-13
104455,F,2026-07-13,4209,32190,6,63548,10877,316026,2026-07-13
517719,F,2026-07-13,38565,34197,2,49831,39975,19712,2026-07-13
451779,F,2026-07-13,11506,1806,76,48807,44346,339036,2026-07-13
297098,M,2026-07-13,56942,38479,80,79451,168,6342640,2026-07-13
610565,F,2026-07-13,41363,19527,16,69659,22629,752480,2026-07-13
392131,F,2026-07-13,52102,34708,10,53984,6492,474920,2026-07-13
72554,F,2026-07-13,14356,19578,19,84443,27172,1088149,2026-07-13
144738,M,2026-07-13,25872,2582,63,83846,68289,980091,2026-07-13
632305,F,2026-07-13,9794,47566,12,24787,17299,89856,2026-07-13
59996,F,2026-07-13,46218,30464,44,68891,21045,2105224,2026-07-13
222296,F,2026-07-13,74159,6659,14,25993,11835,198212,2026-07-13
812290,F,2026-07-13,19130,30591,58,43407,9264,1980294,2026-07-13
457375,F,2026-07-13,77451,31964,42,36063,917,1476132,2026-07-13
320391,M,2026-07-13,3308,28231,12,83119,81875,14928,2026-07-13
743789,F,2026-07-13,53604,15676,18,91710,81483,184086,2026-07-13
151731,F,2026-07-13,23781,27938,11,60920,60144,8536,2026-07-13
842477,M,2026-07-13,1492,29868,54,95294,91024,230580,2026-07-13
195873,M,2026-07-13,75401,39047,16,18819,8713,161696,2026-07-13
608976,M,2026-07-13,45933,23705,67,93258,63653,1983535,2026-07-13
118559,M,2026-07-13,16712,46941,35,30166,24920,183610,2026-07-13
901009,M,2026-07-13,62494,36962,22,35993,26940,199166,2026-07-13
77779,M,2026-07-13,9151,15537,36,58218,7118,1839600,2026-07-13
209206,F,2026-07-13,64539,19553,37,10352,8845,55759,2026-07-13
225775,F,2026-07-13,74751,1005,73,51504,28198,1701338,2026-07-13
122333,M,2026-07-13,68533,29282,35,17396,449,593145,2026-07-13
540043,M,2026-07-13,52596,39538,26,83712,69677,364910,2026-07-13
53988,M,2026-07-13,55977,23349,69,17844,290,1211226,2026-07-13
997346,M,2026-07-13,52154,27039,21,61891,44447,366324,2026-07-13
62917,M,2026-07-13,26636,46364,22,22784,2570,444708,2026-07-13
359720,F,2026-07-13,35986,30363,19,36602,28550,152988,2026-07-13
29610,F,2026-07-13,79910,9659,92,24590,11548,1199864,2026-07-13
23699,M,2026-07-13,61974,47111,72,66684,22885,3153528,2026-07-13
279870,M,2026-07-13,15657,43386,24,31681,15484,388728,2026-07-13
782081,F,2026-07-13,39663,15103,28,48052,36268,329952,2026-07-13
92553,M,2026-07-13,72694,20172,2,67429,10975,112908,2026-07-13
843287,M,2026-07-13,47190,8435,43,57457,8010,2126221,2026-07-13
737902,F,2026-07-13,49460,26947,8,48730,300,387440,2026-07-13
532897,M,2026-07-13,71787,30558,19,55981,44919,210178,2026-07-13
570666,M,2026-07-13,3352,28639,29,2703,437,65714,2026-07-13
552538,F,2026-07-13,63818,46713,60,6967,2219,284880,2026-07-13
793743,F,2026-07-13,80580,9230,9,16473,11927,40914,2026-07-13
568815,F,2026-07-13,10884,29731,29,16604,1559,436305,2026-07-13
301178,M,2026-07-13,73262,14007,21,15270,10030,110040,2026-07-13
994495,F,2026-07-13,4010,1450,78,99810,13532,6729684,2026-07-13
157735,M,2026-07-13,11209,43904,27,75340,49627,694251,2026-07-13
801857,M,2026-07-13,34735,38233,21,49702,12631,778491,2026-07-13
210527,F,2026-07-13,32491,40015,52,11165,7876,171028,2026-07-13
524837,F,2026-07-13,82771,3070,73,69985,32059,2768598,2026-07-13
466458,M,2026-07-13,3981,32420,20,87625,39721,958080,2026-07-13
84445,F,2026-07-13,33700,33478,11,65955,12640,586465,2026-07-13
25255,F,2026-07-13,5571,7943,66,96779,63868,2172126,2026-07-13
256072,F,2026-07-13,37182,42346,4,75556,75320,944,2026-07-13
885370,F,2026-07-13,57381,5509,6,2101,1474,3762,2026-07-13
632781,F,2026-07-13,9438,5478,1,1105,732,373,2026-07-13
939722,F,2026-07-13,18803,46408,11,37276,12849,268697,2026-07-13
332470,F,2026-07-13,13052,37313,17,40169,1664,654585,2026-07-13
479143,M,2026-07-13,60640,13554,83,34146,18140,1328498,2026-07-13
942332,F,2026-07-13,17843,12332,18,91804,38766,954684,2026-07-13
881858,F,2026-07-13,23725,168,21,89865,78528,238077,2026-07-13
663006,M,2026-07-13,85158,44174,11,13303,1761,126962,2026-07-13
368398,M,2026-07-13,77832,37339,53,2417,1380,54961,2026-07-13
531802,M,2026-07-13,37228,43348,41,59923,41303,763420,2026-07-13
386650,M,2026-07-13,60432,6745,63,65755,50428,965601,2026-07-13
184178,M,2026-07-13,15965,8885,74,11462,4756,496244,2026-07-13
742515,F,2026-07-13,10727,48092,39,33670,4959,1119729,2026-07-13
580811,F,2026-07-13,35647,27181,30,71755,46047,771240,2026-07-13
623019,F,2026-07-13,19158,9315,30,28276,26467,54270,2026-07-13
742581,M,2026-07-13,36293,49018,35,14896,1929,453845,2026-07-13
386946,M,2026-07-13,44961,5335,38,35014,949,1294470,2026-07-13
604481,F,2026-07-13,32324,49688,24,96217,34882,1472040,2026-07-13
465909,M,2026-07-13,65219,40732,19,95261,10731,1606070,2026-07-13
165947,M,2026-07-13,66096,19979,12,76973,29900,564876,2026-07-13
176705,M,2026-07-13,63985,11971,69,16616,8486,560970,2026-07-13
1480,M,2026-07-13,65457,13065,1,82980,63708,19272,2026-07-13
651982,M,2026-07-13,33475,33008,18,86701,55730,557478,2026-07-13
469594,M,2026-07-13,27444,14103,58,47953,18239,1723412,2026-07-13
280024,F,2026-07-13,7216,11655,64,26987,20304,427712,2026-07-13
588901,M,2026-07-13,65669,3979,24,34956,11985,551304,2026-07-13
174461,F,2026-07-13,67316,17331,36,11068,9443,58500,2026-07-13
415307,F,2026-07-13,28543,11227,34,97394,59795,1278366,2026-07-13
383745,F,2026-07-13,62236,32093,2,49874,40699,18350,2026-07-13
580198,F,2026-07-13,31469,30893,2,45799,38757,14084,2026-07-13
961874,F,2026-07-13,11211,723,52,70762,16197,2837380,2026-07-13
564672,M,2026-07-13,24158,44851,68,24583,18669,402152,2026-07-13
